Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,last_purchase_post,days_until_next_purchase,churned,clv_6m,expected_loss,retention_action
12404.0,651,1,63.24,1,1,1,3,Low Value - Likely Churn,,,1,-3.3202976253376866,-3.3202976253376866,No Action
12405.0,118,1,1710.39,3,1,4,8,Mid Value - Stable,,,1,,,Low Cost Engagement
12406.0,92,6,4278.16,3,4,5,12,Mid Value - Stable,2011-11-17 19:22:00,8.0,0,1348.010661606654,0.0,Loyalty / Upsell
12407.0,19,5,1708.12,5,3,4,12,Mid Value - Stable,,,1,940.7432178114375,940.7432178114375,High Priority Retention
12408.0,2,14,4279.64,5,5,5,15,High Value - Loyal,,,1,1363.6021085693244,1363.6021085693244,High Priority Retention
12409.0,48,13,23090.47,4,5,5,14,High Value - Loyal,,,1,4958.355684544254,4958.355684544254,High Priority Retention
12410.0,270,4,1001.46,2,3,3,8,Mid Value - Stable,,,1,227.70335604015543,227.70335604015543,Low Cost Engagement
12411.0,379,1,346.9,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12412.0,44,8,2581.03,4,4,4,12,Mid Value - Stable,,,1,608.1691961948285,608.1691961948285,High Priority Retention
12413.0,36,6,935.5,4,4,3,11,Mid Value - Stable,,,1,309.09399682853416,309.09399682853416,Low Cost Engagement
12414.0,186,8,692.41,3,4,3,10,Mid Value - Stable,,,1,202.61751433748285,202.61751433748285,Low Cost Engagement
12415.0,5,31,137913.88999999998,5,5,5,15,High Value - Loyal,2011-11-15 14:22:00,6.0,0,43166.23832839907,0.0,Loyalty / Upsell
12416.0,626,1,202.56,1,1,1,3,Low Value - Likely Churn,,,1,-3.4408586227931504,-3.4408586227931504,No Action
12417.0,8,25,6358.43,5,5,5,15,High Value - Loyal,2011-12-06 14:52:00,27.0,0,1452.7773690233971,0.0,Loyalty / Upsell
12418.0,82,5,2016.95,3,3,4,10,Mid Value - Stable,,,1,493.34107872808886,493.34107872808886,Low Cost Engagement
12419.0,355,2,503.01,2,2,2,6,Low Value - Likely Churn,,,1,44.6801598005024,44.6801598005024,No Action
12420.0,33,1,600.39,4,1,3,8,New / Low Engagement,,,1,,,Low Cost Engagement
12421.0,84,7,914.35,3,4,3,10,Mid Value - Stable,2011-11-24 09:07:00,14.0,0,355.07677428943384,0.0,Low Cost Engagement
12422.0,65,21,4119.35,3,5,5,13,High Value - Loyal,,,1,931.3569065871801,931.3569065871801,High Priority Retention
12423.0,68,10,2403.55,3,5,4,12,Mid Value - Stable,2011-12-09 10:10:00,29.0,0,832.9142107939854,0.0,Loyalty / Upsell
12424.0,132,7,3289.78,3,4,5,12,Mid Value - Stable,,,1,808.1534983716234,808.1534983716234,High Priority Retention
12425.0,47,3,1680.81,4,3,4,11,Mid Value - Stable,,,1,336.9718554099743,336.9718554099743,Low Cost Engagement
12426.0,164,3,1311.41,3,3,4,10,Mid Value - Stable,,,1,175.98563684752165,175.98563684752165,Low Cost Engagement
12427.0,29,3,832.63,4,3,3,10,Mid Value - Stable,2011-11-28 10:48:00,18.0,0,197.83654553050894,0.0,Low Cost Engagement
12428.0,78,11,7468.860000000001,3,5,5,13,High Value - Loyal,2011-11-14 08:22:00,4.0,0,1608.2023869566567,0.0,Loyalty / Upsell
12429.0,142,8,6529.99,3,4,5,12,Mid Value - Stable,2011-11-30 17:22:00,21.0,0,1961.3614439355356,0.0,Loyalty / Upsell
12430.0,12,1,256.4,5,1,2,8,New / Low Engagement,,,1,,,Low Cost Engagement
12431.0,5,33,10719.41,5,5,5,15,High Value - Loyal,,,1,2272.9865430899645,2272.9865430899645,High Priority Retention
12432.0,12,5,5059.32,5,3,5,13,High Value - Loyal,,,1,1797.9723373464994,1797.9723373464994,High Priority Retention
12433.0,12,8,14946.88,5,4,5,14,High Value - Loyal,2011-12-09 10:02:00,29.0,0,7318.862891706444,0.0,Loyalty / Upsell
12434.0,54,5,1062.48,4,3,3,10,Mid Value - Stable,,,1,352.41023879025545,352.41023879025545,Low Cost Engagement
12435.0,49,6,13925.93,4,4,5,13,High Value - Loyal,,,1,3223.677909505959,3223.677909505959,High Priority Retention
12436.0,69,1,509.01,3,1,2,6,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12437.0,5,44,11737.94,5,5,5,15,High Value - Loyal,2011-12-08 11:35:00,28.0,0,2644.1505275460986,0.0,Loyalty / Upsell
12438.0,109,1,890.0699999999999,3,1,3,7,Mid Value - Stable,2011-11-25 13:28:00,16.0,0,3195.4732657102422,0.0,Loyalty / Upsell
12439.0,652,3,1104.48,1,3,3,7,Mid Value - Stable,,,1,7.801318792394346,7.801318792394346,No Action
12440.0,426,3,768.15,1,3,3,7,Mid Value - Stable,,,1,44.50680249443455,44.50680249443455,No Action
12441.0,336,1,347.1,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12443.0,701,1,485.31,1,1,2,4,Low Value - Likely Churn,,,1,-3.1107238340382866,-3.1107238340382866,No Action
12444.0,28,4,4068.82,4,3,5,12,Mid Value - Stable,2011-11-18 13:23:00,9.0,0,2843.3269548269154,0.0,Loyalty / Upsell
12445.0,369,2,293.08000000000004,2,2,2,6,Low Value - Likely Churn,2011-11-17 18:43:00,8.0,0,64.86655994087508,0.0,Low Cost Engagement
12446.0,27,1,1002.31,4,1,3,8,New / Low Engagement,,,1,,,Low Cost Engagement
12447.0,212,1,476.49,3,1,2,6,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12448.0,13,1,449.45,5,1,2,8,New / Low Engagement,,,1,,,Low Cost Engagement
12449.0,61,5,3493.18,4,3,5,12,Mid Value - Stable,2011-11-17 13:46:00,8.0,0,1681.2143394316108,0.0,Loyalty / Upsell
12450.0,125,7,666.95,3,4,3,10,Mid Value - Stable,,,1,171.70097346439425,171.70097346439425,Low Cost Engagement
12451.0,34,8,11358.39,4,4,5,13,High Value - Loyal,2011-11-29 08:40:00,19.0,0,3381.318253100477,0.0,Loyalty / Upsell
12453.0,103,1,707.09,3,1,3,7,Mid Value - Stable,,,1,,,Low Cost Engagement
12454.0,22,9,4292.71,4,4,5,13,High Value - Loyal,,,1,1138.163639558113,1138.163639558113,High Priority Retention
12455.0,42,10,5879.95,4,5,5,14,High Value - Loyal,,,1,1016.7653238936471,1016.7653238936471,High Priority Retention
12456.0,13,4,3153.89,5,3,5,13,High Value - Loyal,,,1,1533.0351104170757,1533.0351104170757,High Priority Retention
12457.0,27,14,2472.31,4,5,4,13,High Value - Loyal,,,1,687.7889764625038,687.7889764625038,High Priority Retention
12458.0,40,4,1777.49,4,3,4,11,Mid Value - Stable,,,1,553.3271078894289,553.3271078894289,High Priority Retention
12459.0,574,1,454.36,1,1,2,4,Low Value - Likely Churn,,,1,-3.704771389600382,-3.704771389600382,No Action
12460.0,425,1,326.65,1,1,2,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12461.0,63,2,826.88,4,2,3,9,New / Low Engagement,,,1,260.06733736688585,260.06733736688585,Low Cost Engagement
12462.0,264,2,741.3100000000001,2,2,3,7,Mid Value - Stable,2011-12-07 14:02:00,28.0,0,222.57121296299323,0.0,Low Cost Engagement
12463.0,15,7,1303.63,5,4,4,13,High Value - Loyal,,,1,634.7898065048154,634.7898065048154,High Priority Retention
12464.0,75,6,780.55,3,4,3,10,Mid Value - Stable,2011-11-29 13:33:00,20.0,0,537.3705084120729,0.0,Loyalty / Upsell
12465.0,138,1,440.94,3,1,2,6,Low Value - Likely Churn,2011-12-02 11:34:00,22.0,0,318.08413084930646,0.0,Low Cost Engagement
12466.0,651,1,56.73,1,1,1,3,Low Value - Likely Churn,,,1,-3.3202976253376866,-3.3202976253376866,No Action
12467.0,355,2,0.0,2,2,1,5,Low Value - Likely Churn,,,1,0.9707363206088844,0.9707363206088844,No Action
12468.0,112,10,3624.55,3,5,5,13,High Value - Loyal,,,1,867.6034452459959,867.6034452459959,High Priority Retention
12469.0,492,2,3070.54,1,2,5,8,Mid Value - Stable,,,1,125.6433329962462,125.6433329962462,Low Cost Engagement
12470.0,659,1,211.95,1,1,1,3,Low Value - Likely Churn,,,1,-3.2892708653121847,-3.2892708653121847,No Action
12471.0,0,122,33052.42,5,5,5,15,High Value - Loyal,2011-12-07 15:43:00,28.0,0,8403.064064501199,0.0,Loyalty / Upsell
12472.0,0,37,16956.69,5,5,5,15,High Value - Loyal,,,1,3821.8693018513936,3821.8693018513936,High Priority Retention
12473.0,23,5,2807.77,4,3,5,12,Mid Value - Stable,2011-11-10 13:48:00,1.0,0,1834.9192701337493,0.0,Loyalty / Upsell
12474.0,6,51,10798.77,5,5,5,15,High Value - Loyal,2011-11-22 14:39:00,13.0,0,2885.740156097895,0.0,Loyalty / Upsell
12475.0,23,2,1149.64,4,2,4,10,New / Low Engagement,,,1,479.5415650137705,479.5415650137705,Low Cost Engagement
12476.0,15,34,11859.98,5,5,5,15,High Value - Loyal,2011-12-08 14:08:00,29.0,0,4021.696619354741,0.0,Loyalty / Upsell
12477.0,25,11,18135.95,4,5,5,14,High Value - Loyal,2011-11-17 09:51:00,7.0,0,4956.5505364935925,0.0,Loyalty / Upsell
12480.0,112,7,4298.42,3,4,5,12,Mid Value - Stable,2011-11-11 14:52:00,2.0,0,1699.3982225596392,0.0,Loyalty / Upsell
12481.0,35,17,12030.23,4,5,5,14,High Value - Loyal,2011-11-17 08:29:00,7.0,0,2541.685632450521,0.0,Loyalty / Upsell
12482.0,419,32,21893.53,1,5,5,11,High Value - At Risk,,,1,336.8889976562916,336.8889976562916,Low Cost Engagement
12483.0,0,25,4520.150000000001,5,5,5,15,High Value - Loyal,2011-11-22 17:03:00,13.0,0,1125.9554401978992,0.0,Loyalty / Upsell
12484.0,2,16,6303.85,5,5,5,15,High Value - Loyal,,,1,1449.4608112584465,1449.4608112584465,High Priority Retention
12485.0,498,1,708.1,1,1,3,5,Low Value - Likely Churn,,,1,-4.18304404671026,-4.18304404671026,No Action
12486.0,401,1,1037.28,1,1,3,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12487.0,700,2,259.79999999999995,1,2,2,5,Low Value - Likely Churn,,,1,-3.1185968984919024,-3.1185968984919024,No Action
12488.0,9,2,767.45,5,2,3,10,New / Low Engagement,2011-11-30 08:50:00,20.0,0,1382.9268115092923,0.0,Loyalty / Upsell
12489.0,305,1,334.93,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12490.0,6,19,8586.74,5,5,5,15,High Value - Loyal,2011-12-04 16:07:00,25.0,0,2091.82292262756,0.0,Loyalty / Upsell
12491.0,8,1,460.4,5,1,2,8,New / Low Engagement,,,1,,,Low Cost Engagement
12492.0,32,3,715.21,4,3,3,10,Mid Value - Stable,,,1,137.5917088728063,137.5917088728063,Low Cost Engagement
12493.0,135,3,416.79,3,3,2,8,Mid Value - Stable,,,1,101.78039939171123,101.78039939171123,Low Cost Engagement
12494.0,9,15,1638.82,5,5,4,14,High Value - Loyal,2011-11-30 09:21:00,20.0,0,406.53610724330787,0.0,Low Cost Engagement
12495.0,604,2,323.4,1,2,2,5,Low Value - Likely Churn,,,1,0.2329883064608216,0.2329883064608216,No Action
12496.0,589,2,54.09,1,2,1,4,Low Value - Likely Churn,,,1,-3.623033478118544,-3.623033478118544,No Action
12497.0,51,4,6211.75,4,3,5,12,Mid Value - Stable,,,1,1823.9978043201677,1823.9978043201677,High Priority Retention
12498.0,27,1,247.25,4,1,1,6,New / Low Engagement,2011-11-18 12:53:00,9.0,0,431.02413273696015,0.0,Low Cost Engagement
12499.0,529,1,393.72,1,1,2,4,Low Value - Likely Churn,,,1,-3.973766175307613,-3.973766175307613,No Action
12500.0,5,24,5255.27,5,5,5,15,High Value - Loyal,2011-11-16 16:20:00,7.0,0,1351.3697883654597,0.0,Loyalty / Upsell
12501.0,284,2,2089.68,2,2,4,8,Mid Value - Stable,,,1,1.1826172298347104,1.1826172298347104,No Action
12502.0,65,5,3723.87,3,3,5,11,Mid Value - Stable,,,1,1661.2377418118365,1661.2377418118365,High Priority Retention
12503.0,307,2,0.0,2,2,1,5,Low Value - Likely Churn,,,1,1.4638229149060817,1.4638229149060817,No Action
12504.0,386,2,297.0,2,2,2,6,Low Value - Likely Churn,2011-11-21 16:02:00,12.0,0,88.80211920625736,0.0,Low Cost Engagement
12505.0,270,3,908.0,2,3,3,8,Mid Value - Stable,,,1,1.1429595543916762,1.1429595543916762,No Action
12506.0,202,1,73.5,3,1,1,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12507.0,103,5,1797.31,3,3,4,10,Mid Value - Stable,,,1,415.09047161989747,415.09047161989747,Low Cost Engagement
12509.0,253,1,176.5,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12510.0,112,16,3689.33,3,5,5,13,High Value - Loyal,,,1,745.4520454032892,745.4520454032892,High Priority Retention
12511.0,384,2,3065.77,2,2,5,9,Mid Value - Stable,,,1,0.6624424899042329,0.6624424899042329,No Action
12512.0,35,2,138.03,4,2,1,7,New / Low Engagement,,,1,,,Low Cost Engagement
12513.0,54,2,586.79,4,2,3,9,New / Low Engagement,,,1,5.648382970341095,5.648382970341095,No Action
12514.0,236,2,1597.76,2,2,4,8,Mid Value - Stable,,,1,410.78049764285925,410.78049764285925,Low Cost Engagement
12515.0,322,1,383.7,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12516.0,47,4,2648.62,4,3,4,11,Mid Value - Stable,,,1,644.3523753032548,644.3523753032548,High Priority Retention
12517.0,43,3,1955.9,4,3,4,11,Mid Value - Stable,2011-11-11 14:04:00,2.0,0,1492.506591658002,0.0,Loyalty / Upsell
12518.0,28,3,1230.79,4,3,4,11,Mid Value - Stable,2011-12-09 10:13:00,29.0,0,2184.730753160708,0.0,Loyalty / Upsell
12519.0,33,3,695.19,4,3,3,10,Mid Value - Stable,,,1,139.7709977585709,139.7709977585709,Low Cost Engagement
12520.0,48,6,2582.51,4,4,4,12,Mid Value - Stable,,,1,919.0654764264584,919.0654764264584,High Priority Retention
12521.0,112,1,599.68,3,1,3,7,Mid Value - Stable,,,1,,,Low Cost Engagement
12522.0,8,2,192.72,5,2,1,8,New / Low Engagement,,,1,283.33086497664056,283.33086497664056,Low Cost Engagement
12523.0,8,28,3977.63,5,5,5,15,High Value - Loyal,2011-12-08 11:46:00,28.0,0,957.6582349685609,0.0,Loyalty / Upsell
12524.0,33,17,10783.56,4,5,5,14,High Value - Loyal,2011-11-30 15:31:00,21.0,0,2645.45360441302,0.0,Loyalty / Upsell
12525.0,460,8,835.1800000000001,1,4,3,8,High Value - At Risk,,,1,21.557075421179825,21.557075421179825,No Action
12526.0,23,2,1039.58,4,2,3,9,New / Low Engagement,2011-12-09 12:09:00,29.0,0,1298.488042902789,0.0,Loyalty / Upsell
12527.0,51,5,735.51,4,3,3,10,Mid Value - Stable,,,1,151.81509278892906,151.81509278892906,Low Cost Engagement
12528.0,33,7,1550.68,4,4,4,12,Mid Value - Stable,2011-11-30 14:40:00,21.0,0,750.0828041785462,0.0,Loyalty / Upsell
12529.0,492,2,311.78000000000003,1,2,2,5,Low Value - Likely Churn,,,1,0.3569740904219293,0.3569740904219293,No Action
12530.0,29,12,3689.86,4,5,5,14,High Value - Loyal,,,1,883.8247969495737,883.8247969495737,High Priority Retention
12531.0,650,2,1773.83,1,2,4,7,Mid Value - Stable,2011-11-25 11:12:00,15.0,0,30.768167268192116,0.0,Low Cost Engagement
12533.0,588,6,1149.99,1,4,4,9,High Value - At Risk,,,1,2.1746967097245977,2.1746967097245977,No Action
12534.0,100,1,1089.18,3,1,3,7,Mid Value - Stable,,,1,,,Low Cost Engagement
12535.0,61,2,716.35,4,2,3,9,New / Low Engagement,,,1,403.8988690020416,403.8988690020416,Low Cost Engagement
12536.0,12,4,4279.71,5,3,5,13,High Value - Loyal,2011-12-02 12:43:00,22.0,0,7.842764819001247,0.0,Low Cost Engagement
12537.0,378,1,732.94,2,1,3,6,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12538.0,347,1,276.5,2,1,2,5,Low Value - Likely Churn,2011-11-10 17:16:00,1.0,0,262.27258294349747,0.0,Low Cost Engagement
12539.0,231,7,8448.24,2,4,5,11,High Value - At Risk,2011-11-17 13:30:00,8.0,0,1126.948780003625,0.0,Loyalty / Upsell
12540.0,0,35,21219.02,5,5,5,15,High Value - Loyal,2011-11-20 11:31:00,10.0,0,4890.865467388057,0.0,Loyalty / Upsell
12541.0,142,2,536.14,3,2,2,7,Mid Value - Stable,2011-11-10 10:40:00,0.0,0,478.06181688774825,0.0,Low Cost Engagement
12542.0,453,4,423.38,1,3,2,6,Low Value - Likely Churn,,,1,6.007006874686058,6.007006874686058,No Action
12543.0,417,1,980.25,1,1,3,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12544.0,5,1,372.7,5,1,2,8,New / Low Engagement,2011-11-10 11:12:00,0.0,0,11.728394737676725,0.0,Low Cost Engagement
12545.0,44,2,1000.39,4,2,3,9,New / Low Engagement,,,1,354.22896097986256,354.22896097986256,Low Cost Engagement
12546.0,16,3,1141.5,5,3,4,12,Mid Value - Stable,,,1,642.8650166428964,642.8650166428964,High Priority Retention
12547.0,167,3,383.58,3,3,2,8,Mid Value - Stable,,,1,83.88469565913805,83.88469565913805,No Action
12548.0,135,1,95.2,3,1,1,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12549.0,545,6,1575.68,1,4,4,9,High Value - At Risk,,,1,13.999072289584582,13.999072289584582,No Action
12550.0,48,1,964.83,4,1,3,8,New / Low Engagement,,,1,,,Low Cost Engagement
12551.0,327,1,168.0,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12552.0,8,2,437.82,5,2,2,9,New / Low Engagement,,,1,361.62851496595556,361.62851496595556,Low Cost Engagement
12553.0,27,14,3757.41,4,5,5,14,High Value - Loyal,2011-12-01 16:38:00,22.0,0,1531.0528880920842,0.0,Loyalty / Upsell
12554.0,418,1,468.5,1,1,2,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12555.0,651,1,129.23,1,1,1,3,Low Value - Likely Churn,,,1,-3.3202976253376866,-3.3202976253376866,No Action
12556.0,19,2,603.71,5,2,3,10,New / Low Engagement,,,1,422.13853919896235,422.13853919896235,Low Cost Engagement
12557.0,127,7,15726.14,3,4,5,12,Mid Value - Stable,2011-11-23 16:59:00,14.0,0,4147.042308256726,0.0,Loyalty / Upsell
12559.0,280,3,536.21,2,3,2,7,Mid Value - Stable,,,1,15.336340848932497,15.336340848932497,No Action
12560.0,70,3,1403.69,3,3,4,10,Mid Value - Stable,2011-12-04 13:54:00,25.0,0,894.4430361155967,0.0,Loyalty / Upsell
12561.0,272,1,238.85,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12562.0,25,7,3692.65,4,4,5,13,High Value - Loyal,2011-12-01 17:20:00,22.0,0,1761.5090116596393,0.0,Loyalty / Upsell
12563.0,378,1,249.24,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12564.0,230,1,456.9,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12565.0,251,2,131.17,2,2,1,5,Low Value - Likely Churn,,,1,1.2211246196364067,1.2211246196364067,No Action
12566.0,42,2,346.7,4,2,2,8,New / Low Engagement,,,1,6.625734080009076,6.625734080009076,No Action
12567.0,65,16,11842.52,3,5,5,13,High Value - Loyal,2011-11-17 11:02:00,7.0,0,3260.271806169167,0.0,Loyalty / Upsell
12568.0,614,1,70.0,1,1,1,3,Low Value - Likely Churn,,,1,-3.4995100949426585,-3.4995100949426585,No Action
12569.0,5,24,2924.95,5,5,5,15,High Value - Loyal,2011-12-07 16:24:00,28.0,0,2169.325030319168,0.0,Loyalty / Upsell
12570.0,651,1,77.52,1,1,1,3,Low Value - Likely Churn,,,1,-3.3202976253376866,-3.3202976253376866,No Action
12571.0,9,2,519.61,5,2,2,9,New / Low Engagement,,,1,464.4897840395378,464.4897840395378,Low Cost Engagement
12572.0,17,2,517.04,5,2,2,9,New / Low Engagement,2011-12-01 09:20:00,21.0,0,1080.3171947125497,0.0,Loyalty / Upsell
12573.0,196,5,717.41,3,3,3,9,Mid Value - Stable,,,1,176.66117475257278,176.66117475257278,Low Cost Engagement
12574.0,285,1,218.45,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
12575.0,426,2,622.8199999999999,1,2,3,6,Low Value - Likely Churn,,,1,69.41268488430565,69.41268488430565,No Action
12576.0,5,11,2083.87,5,5,4,14,High Value - Loyal,,,1,546.984455511963,546.984455511963,High Priority Retention
